序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
1424,2-Q1且IF小于5,1,AIDS PATIENT CARE AND STDS,AIDS PATIENT CARE ST,1087-2914,1557-7449,4.4,4.4,Q1,60/443,Q1,Q1,1.12,86.6,52.0,3337.0,"INFECTIOUS DISEASES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","INFECTIOUS DISEASES(JIF Q1/JCI Q1) | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q1/JCI Q1)",SAGE PUBLICATIONS INC,SAGE,是,SCIE; SSCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=AIDS+PATIENT+CARE+AND+STDS+aims+scope+instructions+for+authors+APC
1425,2-Q1且IF小于5,1,AIMS Public Health,AIMS PUBLIC HEALTH,2327-8994,2327-8994,4.0,4.1,Q1,42/194,Q1,Q1,1.06,78.6,52.0,1548.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q1/JCI Q1),AMER INST MATHEMATICAL SCIENCES-AIMS,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=AIMS+Public+Health+aims+scope+instructions+for+authors+APC
1426,2-Q1且IF小于5,1,Journal Of Bone And Joint Infection,J BONE JOINT INFECT,,2206-3552,2.7,,Q1,73/321,Q2,Q2,0.95,77.4,52.0,907.0,INFECTIOUS DISEASES; ORTHOPEDICS; SURGERY,INFECTIOUS DISEASES(JIF Q2/JCI Q2) | ORTHOPEDICS(JIF Q2/JCI Q2) | SURGERY(JIF Q1/JCI Q2),COPERNICUS GESELLSCHAFT MBH,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Journal+Of+Bone+And+Joint+Infection+aims+scope+instructions+for+authors+APC
1427,2补-Q1且IF5到10,1,Deutsches Arzteblatt International,DTSCH ARZTEBL INT,1866-0452,1866-0452,8.7,9.0,Q1,21/336,Q1,Q1,1.82,93.9,51.0,10470.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",DEUTSCHER AERZTE-VERLAG GMBH,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Deutsches+Arzteblatt+International+aims+scope+instructions+for+authors+APC
1428,2补-Q1且IF5到10,1,Hepatobiliary Surgery and Nutrition,HEPATOBIL SURG NUTR,2304-3881,2304-389X,8.1,7.9,Q1,7/321,Q1,Q1,1.05,98.0,51.0,2755.0,GASTROENTEROLOGY & HEPATOLOGY; NUTRITION & DIETETICS; SURGERY,GASTROENTEROLOGY & HEPATOLOGY(JIF Q1/JCI Q1) | NUTRITION & DIETETICS(JIF Q1/JCI Q1) | SURGERY(JIF Q1/JCI Q1),AME PUBLISHING COMPANY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Hepatobiliary+Surgery+and+Nutrition+aims+scope+instructions+for+authors+APC
1429,2补-Q1且IF5到10,1,Stress Biology,STRESS BIOL,,2731-0450,6.4,8.4,Q1,57/328,Q2,Q2,0.85,82.8,51.0,1465.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q2),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Stress+Biology+aims+scope+instructions+for+authors+APC
1430,2补-Q1且IF5到10,1,CURRENT OPINION IN PSYCHIATRY,CURR OPIN PSYCHIATR,0951-7367,1473-6578,5.9,7.7,Q1,28/293,Q1,Q1,1.24,90.6,51.0,6551.0,PSYCHIATRY,PSYCHIATRY(JIF Q1/JCI Q1),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,"SCIE, SSCI",混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=CURRENT+OPINION+IN+PSYCHIATRY+aims+scope+instructions+for+authors+APC
1431,2补-Q1且IF5到10,1,Natural Products and Bioprospecting,NAT PRODUCT BIOPROSP,2192-2195,2192-2209,5.8,5.7,Q1,15/72,Q2,Q2,0.96,79.9,51.0,2096.0,"CHEMISTRY, MEDICINAL","CHEMISTRY, MEDICINAL(JIF Q1/JCI Q2)",SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Natural+Products+and+Bioprospecting+aims+scope+instructions+for+authors+APC
1432,2-Q1且IF小于5,1,XENOTRANSPLANTATION,XENOTRANSPLANTATION,0908-665X,1399-3089,3.8,3.5,Q1,7/30,Q2,Q2,0.93,78.3,51.0,2082.0,"MEDICINE, RESEARCH & EXPERIMENTAL; TRANSPLANTATION","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2) | TRANSPLANTATION(JIF Q1/JCI Q2)",WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=XENOTRANSPLANTATION+aims+scope+instructions+for+authors+APC
1433,2-Q1且IF小于5,1,Global Qualitative Nursing Research,GLOB QUALIT NURS RES,2333-3936,2333-3936,3.0,2.9,Q1,31/194,Q1,Q1,1.09,84.3,51.0,1345.0,NURSING,NURSING(JIF Q1/JCI Q1),SAGE PUBLICATIONS INC,SAGE,否,ESCI,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=Global+Qualitative+Nursing+Research+aims+scope+instructions+for+authors+APC
1434,2补-Q1且IF5到10,1,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,0300-8428,1435-1803,9.2,8.5,Q1,21/237,Q1,Q1,2.03,91.4,50.0,5689.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q1/JCI Q1),SPRINGER HEIDELBERG,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=BASIC+RESEARCH+IN+CARDIOLOGY+aims+scope+instructions+for+authors+APC
1435,2补-Q1且IF5到10,1,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,0820-3946,1488-2329,8.6,10.3,Q1,23/336,Q1,Q1,1.95,93.3,50.0,18542.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",CMA-CANADIAN MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=CANADIAN+MEDICAL+ASSOCIATION+JOURNAL+aims+scope+instructions+for+authors+APC
1436,2补-Q1且IF5到10,1,Bio-Design and Manufacturing,BIO-DES MANUF,2096-5524,2522-8552,7.9,8.0,Q1,19/130,Q1,Q1,1.17,85.8,50.0,2245.0,"ENGINEERING, BIOMEDICAL","ENGINEERING, BIOMEDICAL(JIF Q1/JCI Q1)",SPRINGER HEIDELBERG,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=Bio-Design+and+Manufacturing+aims+scope+instructions+for+authors+APC
1437,2补-Q1且IF5到10,1,Current Opinion in Insect Science,CURR OPIN INSECT SCI,2214-5745,2214-5753,5.5,6.6,Q1,2/110,Q1,Q1,1.66,91.0,50.0,6918.0,BIOLOGY,BIOLOGY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Current+Opinion+in+Insect+Science+aims+scope+instructions+for+authors+APC
1438,2-Q1且IF小于5,1,Journal of Pharmaceutical Investigation,J PHARM INVEST,2093-5552,2093-6214,4.7,5.5,Q1,78/356,Q1,Q1,1.01,78.2,50.0,2501.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Journal+of+Pharmaceutical+Investigation+aims+scope+instructions+for+authors+APC
1439,2-Q1且IF小于5,1,Accountability in Research-Ethics Integrity and Policy,ACCOUNT RES,0898-9621,1545-5815,4.4,4.1,Q1,2/22,Q2,Q2,1.03,93.2,50.0,1889.0,MEDICAL ETHICS,MEDICAL ETHICS(JIF Q1/JCI Q2),TAYLOR & FRANCIS INC,Taylor & Francis,是,SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=Accountability+in+Research-Ethics+Integrity+and+Policy+aims+scope+instructions+for+authors+APC
1440,2-Q1且IF小于5,1,SEMINARS IN RADIATION ONCOLOGY,SEMIN RADIAT ONCOL,1053-4296,1532-9461,4.3,4.3,Q1,40/217,Q1,Q1,0.99,81.8,50.0,2861.0,"ONCOLOGY; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ONCOLOGY(JIF Q2/JCI Q2) | RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q1/JCI Q1)",W B SAUNDERS CO-ELSEVIER INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=SEMINARS+IN+RADIATION+ONCOLOGY+aims+scope+instructions+for+authors+APC
1441,2-Q1且IF小于5,1,Kidney Diseases,KIDNEY DIS-BASEL,2296-9381,2296-9357,3.7,4.1,Q1,27/134,Q2,Q2,0.89,80.2,50.0,1460.0,UROLOGY & NEPHROLOGY,UROLOGY & NEPHROLOGY(JIF Q1/JCI Q2),KARGER,Karger,是,SCIE,混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=Kidney+Diseases+aims+scope+instructions+for+authors+APC
1442,2-Q1且IF小于5,1,Life Sciences in Space Research,LIFE SCI SPACE RES,2214-5524,2214-5532,3.3,3.2,Q1,26/106,Q2,Q2,0.71,75.9,50.0,1427.0,BIOLOGY,BIOLOGY(JIF Q1/JCI Q2),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Life+Sciences+in+Space+Research+aims+scope+instructions+for+authors+APC
1443,2补-Q1且IF5到10,0,MOLECULES AND CELLS,MOL CELLS,1016-8478,0219-1032,8.2,5.6,Q1,39/328,Q2,Q2,0.71,88.3,49.0,6812.0,BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q2) | CELL BIOLOGY(JIF Q1/JCI Q2),KOREAN SOC MOLECULAR & CELLULAR BIOLOGY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=MOLECULES+AND+CELLS+aims+scope+instructions+for+authors+APC
1444,2-Q1且IF小于5,0,npj Primary Care Respiratory Medicine,NPJ PRIM CARE RESP M,,2055-1010,4.7,4.0,Q1,3/29,Q1,Q1,1.42,91.4,49.0,1706.0,PRIMARY HEALTH CARE; RESPIRATORY SYSTEM,PRIMARY HEALTH CARE(JIF Q1/JCI Q1) | RESPIRATORY SYSTEM(JIF Q1/JCI Q1),NATURE PORTFOLIO,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=npj+Primary+Care+Respiratory+Medicine+aims+scope+instructions+for+authors+APC
1445,2-Q1且IF小于5,0,Advanced Pharmaceutical Bulletin,ADV PHARM BULL,2228-5881,2251-7308,4.7,5.3,Q1,78/356,Q2,Q2,0.81,78.2,49.0,4203.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q2),TABRIZ UNIV MEDICAL SCIENCES & HEALTH SERVICES,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Advanced+Pharmaceutical+Bulletin+aims+scope+instructions+for+authors+APC
1446,2-Q1且IF小于5,0,Journal of Abdominal Wall Surgery,J ABDOM WALL SURG,,2813-2092,3.6,3.6,Q1,43/321,Q2,Q2,0.94,86.8,49.0,340.0,SURGERY,SURGERY(JIF Q1/JCI Q2),FRONTIERS MEDIA SA,Frontiers,否,ESCI,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Journal+of+Abdominal+Wall+Surgery+aims+scope+instructions+for+authors+APC
1447,2-Q1且IF小于5,0,Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,1755-1471,1755-148X,3.5,4.2,Q1,22/99,Q2,Q2,0.7,78.3,49.0,5072.0,CELL BIOLOGY; DERMATOLOGY; ONCOLOGY,CELL BIOLOGY(JIF Q3/JCI Q2) | DERMATOLOGY(JIF Q1/JCI Q2) | ONCOLOGY(JIF Q2/JCI Q2),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Pigment+Cell+&+Melanoma+Research+aims+scope+instructions+for+authors+APC
1448,2-Q1且IF小于5,0,Substance Abuse Treatment Prevention and Policy,SUBST ABUSE TREAT PR,,1747-597X,3.4,3.8,Q1,11/61,Q1,Q1,1.08,82.8,49.0,2809.0,SUBSTANCE ABUSE,SUBSTANCE ABUSE(JIF Q1/JCI Q1),BMC,BMC,否,SSCI,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Substance+Abuse+Treatment+Prevention+and+Policy+aims+scope+instructions+for+authors+APC
1449,2-Q1且IF小于5,0,HASTINGS CENTER REPORT,HASTINGS CENT REP,0093-0334,1552-146X,2.7,2.4,Q1,19/78,Q2,Q2,0.98,76.0,49.0,2278.0,"HEALTH CARE SCIENCES & SERVICES; MEDICAL ETHICS; SOCIAL SCIENCES, BIOMEDICAL","HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q2) | MEDICAL ETHICS(JIF Q2/JCI Q2) | SOCIAL SCIENCES, BIOMEDICAL(JIF Q1/JCI Q2)",WILEY,Wiley,是,SSCI; SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=HASTINGS+CENTER+REPORT+aims+scope+instructions+for+authors+APC
1450,2补-Q1且IF5到10,0,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,1423-0348,9.0,17.5,Q1,11/293,Q1,Q1,2.83,96.4,48.0,6961.0,PSYCHIATRY,PSYCHIATRY(JIF Q1/JCI Q1),KARGER,Karger,是,"SCIE, SSCI; SCIE",混合/OA,"因刊而异，常见 USD 2,500-3,800",中,https://karger.com/pages/Open-Access,https://www.google.com/search?q=PSYCHOTHERAPY+AND+PSYCHOSOMATICS+aims+scope+instructions+for+authors+APC
1451,2补-Q1且IF5到10,0,CNS DRUGS,CNS DRUGS,1172-7047,1179-1934,7.0,7.9,Q1,22/293,Q1,Q1,1.64,92.7,48.0,7910.0,CLINICAL NEUROLOGY; PHARMACOLOGY & PHARMACY; PSYCHIATRY,CLINICAL NEUROLOGY(JIF Q1/JCI Q1) | PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1) | PSYCHIATRY(JIF Q1/JCI Q1),ADIS INT LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=CNS+DRUGS+aims+scope+instructions+for+authors+APC
1452,2补-Q1且IF5到10,0,JOURNAL OF ENDOCRINOLOGY,J ENDOCRINOL,0022-0795,1479-6805,5.7,4.4,Q1,35/198,Q2,Q2,0.81,82.6,48.0,10628.0,ENDOCRINOLOGY & METABOLISM,ENDOCRINOLOGY & METABOLISM(JIF Q1/JCI Q2),BIOSCIENTIFICA LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JOURNAL+OF+ENDOCRINOLOGY+aims+scope+instructions+for+authors+APC
1453,2补-Q1且IF5到10,0,JOURNAL OF PERIODONTAL RESEARCH,J PERIODONTAL RES,0022-3484,1600-0765,5.4,4.7,Q1,12/165,Q1,Q1,1.64,93.0,48.0,6869.0,"DENTISTRY, ORAL SURGERY & MEDICINE","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q1/JCI Q1)",WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=JOURNAL+OF+PERIODONTAL+RESEARCH+aims+scope+instructions+for+authors+APC
1454,2-Q1且IF小于5,0,Current Research in Toxicology,CURR RES TOXICOL,2666-027X,2666-027X,4.7,4.0,Q1,22/106,Q1,Q1,0.95,79.7,48.0,808.0,TOXICOLOGY,TOXICOLOGY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Current+Research+in+Toxicology+aims+scope+instructions+for+authors+APC
1455,2-Q1且IF小于5,0,GENES AND IMMUNITY,GENES IMMUN,1466-4879,1476-5470,4.2,5.5,Q1,46/192,Q2,Q2,0.81,76.3,48.0,2829.0,GENETICS & HEREDITY; IMMUNOLOGY,GENETICS & HEREDITY(JIF Q1/JCI Q2) | IMMUNOLOGY(JIF Q2/JCI Q2),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=GENES+AND+IMMUNITY+aims+scope+instructions+for+authors+APC
1456,2-Q1且IF小于5,0,Ultrasound Journal,ULTRASOUND J,,2524-8987,3.6,4.2,Q1,51/217,Q1,Q1,1.05,76.7,48.0,1116.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q1/JCI Q1)",MATTIOLI 1885,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Ultrasound+Journal+aims+scope+instructions+for+authors+APC
1457,2-Q1且IF小于5,0,Wearable Technologies,WEAR TECHNOL,,2631-7176,3.5,5.1,Q1,14/175,Q2,Q2,0.87,92.3,48.0,598.0,"ENGINEERING, BIOMEDICAL; REHABILITATION","ENGINEERING, BIOMEDICAL(JIF Q2/JCI Q2) | REHABILITATION(JIF Q1/JCI Q2)",CAMBRIDGE UNIV PRESS,Cambridge UP,否,ESCI,混合为主,订阅路线通常无APC；Gold OA因刊而异,中,https://www.cambridge.org/core/open-research/open-access,https://www.google.com/search?q=Wearable+Technologies+aims+scope+instructions+for+authors+APC
1458,2-Q1且IF小于5,0,Qualitative Research in Sport Exercise and Health,QUAL RES SPORT EXERC,2159-676X,2159-6778,3.4,7.8,Q1,27/136,Q1,Q1,1.13,80.5,48.0,7081.0,SPORT SCIENCES,SPORT SCIENCES(JIF Q1/JCI Q1),"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Taylor & Francis,是,SSCI; SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=Qualitative+Research+in+Sport+Exercise+and+Health+aims+scope+instructions+for+authors+APC
1459,2-Q1且IF小于5,0,European Journal of Paediatric Dentistry,EUR J PAEDIATR DENT,1591-996X,2035-648X,3.4,3.3,Q1,23/190,Q1,Q1,1.11,88.2,48.0,1944.0,"DENTISTRY, ORAL SURGERY & MEDICINE; PEDIATRICS","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q1/JCI Q1) | PEDIATRICS(JIF Q1/JCI Q1)",ARIESDUE SRL,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=European+Journal+of+Paediatric+Dentistry+aims+scope+instructions+for+authors+APC
1460,2-Q1且IF小于5,0,Seminars in Pediatric Surgery,SEMIN PEDIATR SURG,1055-8586,1532-9453,2.5,2.6,Q1,43/190,Q1,Q1,1.18,77.6,48.0,2509.0,PEDIATRICS; SURGERY,PEDIATRICS(JIF Q1/JCI Q1) | SURGERY(JIF Q2/JCI Q1),ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Seminars+in+Pediatric+Surgery+aims+scope+instructions+for+authors+APC
1461,2-Q1且IF小于5,0,Chiropractic & Manual Therapies,CHIROPR MAN THER,,2045-709X,2.4,2.4,Q1,41/175,Q2,Q2,0.9,76.9,48.0,1221.0,REHABILITATION,REHABILITATION(JIF Q1/JCI Q2),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Chiropractic+&+Manual+Therapies+aims+scope+instructions+for+authors+APC
1462,2补-Q1且IF5到10,0,BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,BEST PRACT RES CL RH,1521-6942,1532-1770,7.0,6.9,Q1,6/58,Q1,Q1,1.78,90.5,47.0,5560.0,RHEUMATOLOGY,RHEUMATOLOGY(JIF Q1/JCI Q1),ELSEVIER SCI LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=BEST+PRACTICE+&+RESEARCH+IN+CLINICAL+RHEUMATOLOGY+aims+scope+instructions+for+authors+APC
1463,2补-Q1且IF5到10,0,Circulation-Genomic and Precision Medicine,CIRC-GENOM PRECIS ME,2574-8300,2574-8300,6.1,6.9,Q1,26/192,Q1,Q1,1.34,86.7,47.0,2655.0,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q1/JCI Q1) | GENETICS & HEREDITY(JIF Q1/JCI Q1),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Circulation-Genomic+and+Precision+Medicine+aims+scope+instructions+for+authors+APC
1464,2补-Q1且IF5到10,0,Mayo Clinic Proceedings: Digital Health,MAYO CLIN P DIGIT H,,2949-7612,5.0,5.0,Q1,25/194,Q2,Q2,0.88,87.4,47.0,745.0,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,HEALTH CARE SCIENCES & SERVICES(JIF Q1/JCI Q2) | MEDICAL INFORMATICS(JIF Q2/JCI Q3),ELSEVIER,Elsevier,否,ESCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Mayo+Clinic+Proceedings:+Digital+Health+aims+scope+instructions+for+authors+APC
1465,2-Q1且IF小于5,0,CLINICAL AUTONOMIC RESEARCH,CLIN AUTON RES,0959-9851,1619-1560,4.6,4.3,Q1,48/296,Q2,Q2,0.79,84.0,47.0,2863.0,CLINICAL NEUROLOGY; NEUROSCIENCES,CLINICAL NEUROLOGY(JIF Q1/JCI Q2) | NEUROSCIENCES(JIF Q1/JCI Q2),SPRINGER HEIDELBERG,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=CLINICAL+AUTONOMIC+RESEARCH+aims+scope+instructions+for+authors+APC
1466,2-Q1且IF小于5,0,MOLECULAR HUMAN REPRODUCTION,MOL HUM REPROD,1360-9947,1460-2407,4.2,4.3,Q1,15/143,Q1,Q1,1.28,89.9,47.0,5349.0,OBSTETRICS & GYNECOLOGY; REPRODUCTIVE BIOLOGY,OBSTETRICS & GYNECOLOGY(JIF Q1/JCI Q1) | REPRODUCTIVE BIOLOGY(JIF Q1/JCI Q1),OXFORD UNIV PRESS,Oxford UP,是,SCIE,混合为主,订阅路线通常无APC；可选OA，费用因刊而异,中,https://academic.oup.com/pages/open-research/open-access,https://www.google.com/search?q=MOLECULAR+HUMAN+REPRODUCTION+aims+scope+instructions+for+authors+APC
1467,2-Q1且IF小于5,0,JOURNAL OF APPLIED SPORT PSYCHOLOGY,J APPL SPORT PSYCHOL,1041-3200,1533-1571,3.6,4.0,Q1,16/93,Q1,Q1,1.02,82.0,47.0,3242.0,SPORT SCIENCES,SPORT SCIENCES(JIF Q1/JCI Q1),TAYLOR & FRANCIS LTD,Taylor & Francis,是,SSCI; SCIE,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=JOURNAL+OF+APPLIED+SPORT+PSYCHOLOGY+aims+scope+instructions+for+authors+APC
1468,2-Q1且IF小于5,0,Nursing Inquiry,NURS INQ,1320-7881,1440-1800,3.2,3.2,Q1,25/194,Q1,Q1,1.21,87.4,47.0,2150.0,NURSING,NURSING(JIF Q1/JCI Q1),WILEY,Wiley,是,"SCIE, SSCI",混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Nursing+Inquiry+aims+scope+instructions+for+authors+APC
1469,2-Q1且IF小于5,0,COGNITIVE AND BEHAVIORAL PRACTICE,COGN BEHAV PRACT,1077-7229,1878-187X,3.2,2.9,Q1,41/184,Q1,Q1,1.15,78.0,47.0,2617.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q1/JCI Q1)",ELSEVIER SCIENCE INC,Elsevier,否,SSCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=COGNITIVE+AND+BEHAVIORAL+PRACTICE+aims+scope+instructions+for+authors+APC
